panelid,panelwave,year,id,wt_pooled,wt_pooled_insc,wt_no_pooling,wt_no_pooling_insc,wt_shrunken,wt_shrunken_insc
2008491,1,2008,491,1.438718,1.437402,1.472017,1.401265,1.453976,1.433119
2008491,2,2010,8384,1.438718,1.437402,1.472017,1.401265,1.453976,1.433119
2008491,3,2012,8314,1.438718,1.437402,1.472017,1.401265,1.453976,1.433119
2008494,1,2008,494,1.746123,1.737454,1.746978,1.703908,1.753538,1.735113
2008494,2,2010,8385,1.746123,1.737454,1.746978,1.703908,1.753538,1.735113
2008494,3,2012,8315,1.746123,1.737454,1.746978,1.703908,1.753538,1.735113
2008495,1,2008,495,2.527989,2.201648,1.775063,1.6062,2.289734,2.01885
2008495,2,2010,8386,2.527989,2.201648,1.775063,1.6062,2.289734,2.01885
2008495,3,2012,8316,2.527989,2.201648,1.775063,1.6062,2.289734,2.01885
2008496,1,2008,496,.5364903,.5221859,.5279455,.5016971,.5363575,.518863
2008496,2,2010,8387,.5364903,.5221859,.5279455,.5016971,.5363575,.518863
2008496,3,2012,8317,.5364903,.5221859,.5279455,.5016971,.5363575,.518863
2008499,1,2008,499,6.290763,6.149962,5.797701,5.613939,6.184806,6.027784
2008499,2,2010,8389,6.290763,6.149962,5.797701,5.613939,6.184806,6.027784
2008499,3,2012,8318,6.290763,6.149962,5.797701,5.613939,6.184806,6.027784
2008501,1,2008,501,.7015268,.6067539,.6812435,.5929419,.6988173,.6053575
2008501,2,2010,8391,.7015268,.6067539,.6812435,.5929419,.6988173,.6053575
2008501,3,2012,8319,.7015268,.6067539,.6812435,.5929419,.6988173,.6053575
2008504,1,2008,504,1.902703,1.753797,1.915344,1.78865,1.913247,1.768758
2008504,2,2010,8392,1.902703,1.753797,1.915344,1.78865,1.913247,1.768758
2008504,3,2012,8320,1.902703,1.753797,1.915344,1.78865,1.913247,1.768758
2008505,1,2008,505,2.730735,2.718441,3.021992,3.007784,2.814331,2.798881
2008505,2,2010,8393,2.730735,2.718441,3.021992,3.007784,2.814331,2.798881
2008505,3,2012,8321,2.730735,2.718441,3.021992,3.007784,2.814331,2.798881
2008508,1,2008,508,1.140281,1.115342,1.176467,1.107624,1.15498,1.117716
2008508,2,2010,8395,1.140281,1.115342,1.176467,1.107624,1.15498,1.117716
2008508,3,2012,8322,1.140281,1.115342,1.176467,1.107624,1.15498,1.117716
2008509,1,2008,509,1.381895,1.307054,1.47028,1.310909,1.411711,1.313491
2008509,2,2010,8396,1.381895,1.307054,1.47028,1.310909,1.411711,1.313491
2008509,3,2012,8323,1.381895,1.307054,1.47028,1.310909,1.411711,1.313491
2008510,1,2008,510,1.085371,1.066412,1.210832,1.185879,1.121174,1.100362
2008510,2,2010,8397,1.085371,1.066412,1.210832,1.185879,1.121174,1.100362
2008510,3,2012,8324,1.085371,1.066412,1.210832,1.185879,1.121174,1.100362
2008513,1,2008,513,.6090857,.5737675,.5898617,.5413228,.6063963,.567327
2008513,2,2010,8399,.6090857,.5737675,.5898617,.5413228,.6063963,.567327
2008513,3,2012,8325,.6090857,.5737675,.5898617,.5413228,.6063963,.567327
2008514,1,2008,514,.5178299,.5014191,.5469394,.5107231,.5274466,.5056921
2008514,2,2010,8400,.5178299,.5014191,.5469394,.5107231,.5274466,.5056921
2008514,3,2012,8326,.5178299,.5014191,.5469394,.5107231,.5274466,.5056921
2008515,1,2008,515,2.482178,2.297968,2.060086,1.881039,2.364654,2.180576
2008515,2,2010,8401,2.482178,2.297968,2.060086,1.881039,2.364654,2.180576
2008515,3,2012,8327,2.482178,2.297968,2.060086,1.881039,2.364654,2.180576
2008518,1,2008,518,1.692636,1.678666,1.645888,1.62216,1.686536,1.669622
2008518,2,2010,8403,1.692636,1.678666,1.645888,1.62216,1.686536,1.669622
2008518,3,2012,8328,1.692636,1.678666,1.645888,1.62216,1.686536,1.669622
2008519,1,2008,519,1.966751,2.029176,2.090028,2.135657,2.006638,2.064614
2008519,2,2010,8404,1.966751,2.029176,2.090028,2.135657,2.006638,2.064614
2008519,3,2012,8329,1.966751,2.029176,2.090028,2.135657,2.006638,2.064614
2008520,1,2008,520,.5827779,.5388536,.7042949,.610382,.6148175,.5588631
2008520,2,2010,8405,.5827779,.5388536,.7042949,.610382,.6148175,.5588631
2008520,3,2012,8330,.5827779,.5388536,.7042949,.610382,.6148175,.5588631
2008523,1,2008,523,1.3634,1.192935,1.392438,1.214967,1.375782,1.202246
2008523,2,2010,8407,1.3634,1.192935,1.392438,1.214967,1.375782,1.202246
2008523,3,2012,8331,1.3634,1.192935,1.392438,1.214967,1.375782,1.202246
2008526,1,2008,526,1.159118,1.094566,1.088563,1.023331,1.145322,1.080002
2008526,2,2010,8408,1.159118,1.094566,1.088563,1.023331,1.145322,1.080002
2008526,3,2012,8332,1.159118,1.094566,1.088563,1.023331,1.145322,1.080002
2008527,1,2008,527,1.690489,1.679685,2.674058,2.530909,1.888361,1.853976
2008527,2,2010,8409,1.690489,1.679685,2.674058,2.530909,1.888361,1.853976
2008527,3,2012,8333,1.690489,1.679685,2.674058,2.530909,1.888361,1.853976
2008528,1,2008,528,.7446165,.6946793,1.070189,1.004941,.8100936,.7579919
2008528,2,2010,8410,.7446165,.6946793,1.070189,1.004941,.8100936,.7579919
2008528,3,2012,8334,.7446165,.6946793,1.070189,1.004941,.8100936,.7579919
2008529,1,2008,529,1.325655,1.285943,1.649345,1.681218,1.400937,1.376278
2008529,2,2010,8411,1.325655,1.285943,1.649345,1.681218,1.400937,1.376278
2008529,3,2012,8335,1.325655,1.285943,1.649345,1.681218,1.400937,1.376278
2008530,1,2008,530,.5683625,.5432468,.5567718,.5302821,.567568,.541837
2008530,2,2010,8412,.5683625,.5432468,.5567718,.5302821,.567568,.541837
2008530,3,2012,8336,.5683625,.5432468,.5567718,.5302821,.567568,.541837
2008533,1,2008,533,2.723975,2.733898,2.768183,2.782995,2.747528,2.758595
2008533,2,2010,8413,2.723975,2.733898,2.768183,2.782995,2.747528,2.758595
2008533,3,2012,8337,2.723975,2.733898,2.768183,2.782995,2.747528,2.758595
2008536,1,2008,536,1.235873,1.200925,1.220525,1.167245,1.236625,1.196587
2008536,2,2010,8414,1.235873,1.200925,1.220525,1.167245,1.236625,1.196587
2008536,3,2012,8338,1.235873,1.200925,1.220525,1.167245,1.236625,1.196587
2008538,1,2008,538,1.591028,1.475101,1.47948,1.396926,1.566725,1.459702
2008538,2,2010,8415,1.591028,1.475101,1.47948,1.396926,1.566725,1.459702
2008538,3,2012,8339,1.591028,1.475101,1.47948,1.396926,1.566725,1.459702
2008539,1,2008,539,1.517335,1.471159,1.497592,1.429161,1.518031,1.465657
2008539,2,2010,8416,1.517335,1.471159,1.497592,1.429161,1.518031,1.465657
2008539,3,2012,8340,1.517335,1.471159,1.497592,1.429161,1.518031,1.465657
2008540,1,2008,540,1.27652,1.216358,1.376488,1.241585,1.304793,1.226647
2008540,2,2010,8417,1.27652,1.216358,1.376488,1.241585,1.304793,1.226647
2008540,3,2012,8341,1.27652,1.216358,1.376488,1.241585,1.304793,1.226647
2008543,1,2008,543,1.450439,1.457079,1.651293,1.661625,1.503984,1.510595
2008543,2,2010,8420,1.450439,1.457079,1.651293,1.661625,1.503984,1.510595
2008543,3,2012,8342,1.450439,1.457079,1.651293,1.661625,1.503984,1.510595
2008546,1,2008,546,1.489262,1.413215,1.3058,1.254703,1.447156,1.377088
2008546,2,2010,8422,1.489262,1.413215,1.3058,1.254703,1.447156,1.377088
2008546,3,2012,8343,1.489262,1.413215,1.3058,1.254703,1.447156,1.377088
2008548,1,2008,548,.7081071,.6283904,.5845547,.5595765,.6769799,.612393
2008548,2,2010,8424,.7081071,.6283904,.5845547,.5595765,.6769799,.612393
2008548,3,2012,8344,.7081071,.6283904,.5845547,.5595765,.6769799,.612393
2008551,1,2008,551,.5817156,.5629946,.5754053,.5625653,.582289,.5647466
2008551,2,2010,8426,.5817156,.5629946,.5754053,.5625653,.582289,.5647466
2008551,3,2012,8345,.5817156,.5629946,.5754053,.5625653,.582289,.5647466
2008553,1,2008,553,.9867015,.9735416,.9000303,.8807453,.9691572,.9542072
2008553,2,2010,8427,.9867015,.9735416,.9000303,.8807453,.9691572,.9542072
2008553,3,2012,8346,.9867015,.9735416,.9000303,.8807453,.9691572,.9542072
2008555,1,2008,555,1.318203,1.112111,1.217212,1.05299,1.297165,1.101035
2008555,2,2010,8428,1.318203,1.112111,1.217212,1.05299,1.297165,1.101035
2008555,3,2012,8347,1.318203,1.112111,1.217212,1.05299,1.297165,1.101035
2008557,1,2008,557,1.091796,1.02994,1.03761,.9884469,1.082268,1.022936
2008557,2,2010,8429,1.091796,1.02994,1.03761,.9884469,1.082268,1.022936
2008557,3,2012,8348,1.091796,1.02994,1.03761,.9884469,1.082268,1.022936
2008558,1,2008,558,.5600604,.5163304,.483963,.4613128,.5378547,.5010921
2008558,2,2010,8430,.5600604,.5163304,.483963,.4613128,.5378547,.5010921
2008558,3,2012,8349,.5600604,.5163304,.483963,.4613128,.5378547,.5010921
2008561,1,2008,561,1.354094,1.277461,1.283615,1.20739,1.340834,1.263741
2008561,2,2010,8432,1.354094,1.277461,1.283615,1.20739,1.340834,1.263741
2008561,3,2012,8350,1.354094,1.277461,1.283615,1.20739,1.340834,1.263741
2008562,1,2008,562,1.171866,1.13809,1.040817,1.013852,1.142932,1.11037
2008562,2,2010,8433,1.171866,1.13809,1.040817,1.013852,1.142932,1.11037
2008562,3,2012,8351,1.171866,1.13809,1.040817,1.013852,1.142932,1.11037
2008567,1,2008,567,1.122739,1.062382,1.006321,.9603224,1.097439,1.040236
2008567,2,2010,8435,1.122739,1.062382,1.006321,.9603224,1.097439,1.040236
2008567,3,2012,8352,1.122739,1.062382,1.006321,.9603224,1.097439,1.040236
2008568,1,2008,568,.7581673,.7082142,.6880646,.6386614,.7437956,.6939549
2008568,2,2010,8436,.7581673,.7082142,.6880646,.6386614,.7437956,.6939549
2008568,3,2012,8353,.7581673,.7082142,.6880646,.6386614,.7437956,.6939549
2008569,1,2008,569,1.937191,1.82856,2.068699,1.959812,1.979347,1.868647
2008569,2,2010,8437,1.937191,1.82856,2.068699,1.959812,1.979347,1.868647
2008569,3,2012,8354,1.937191,1.82856,2.068699,1.959812,1.979347,1.868647
2008571,1,2008,571,1.310254,1.321332,1.260546,1.255185,1.302503,1.309122
2008571,2,2010,8438,1.310254,1.321332,1.260546,1.255185,1.302503,1.309122
2008571,3,2012,8355,1.310254,1.321332,1.260546,1.255185,1.302503,1.309122
2008572,1,2008,572,1.245226,1.207086,1.356748,1.309989,1.27906,1.238416
2008572,2,2010,8439,1.245226,1.207086,1.356748,1.309989,1.27906,1.238416
2008572,3,2012,8356,1.245226,1.207086,1.356748,1.309989,1.27906,1.238416
2008573,1,2008,573,1.131111,.8642914,1.8039,1.260901,1.255247,.9445355
2008573,2,2010,8440,1.131111,.8642914,1.8039,1.260901,1.255247,.9445355
2008573,3,2012,8357,1.131111,.8642914,1.8039,1.260901,1.255247,.9445355
2008574,1,2008,574,1.794398,1.731189,1.79459,1.690883,1.801108,1.726959
2008574,2,2010,8441,1.794398,1.731189,1.79459,1.690883,1.801108,1.726959
2008574,3,2012,8358,1.794398,1.731189,1.79459,1.690883,1.801108,1.726959
2008576,1,2008,576,1.511046,1.426703,1.540166,1.454965,1.523531,1.437777
2008576,2,2010,8443,1.511046,1.426703,1.540166,1.454965,1.523531,1.437777
2008576,3,2012,8359,1.511046,1.426703,1.540166,1.454965,1.523531,1.437777
2008578,1,2008,578,1.565793,1.469779,1.505324,1.465975,1.555658,1.474201
2008578,2,2010,8444,1.565793,1.469779,1.505324,1.465975,1.555658,1.474201
2008578,3,2012,8360,1.565793,1.469779,1.505324,1.465975,1.555658,1.474201
2008583,1,2008,583,5.360892,5.050484,5.448348,5.169489,5.400086,5.093715
2008583,2,2010,8447,5.360892,5.050484,5.448348,5.169489,5.400086,5.093715
2008583,3,2012,8361,5.360892,5.050484,5.448348,5.169489,5.400086,5.093715
2008584,1,2008,584,.7166283,.6734447,.6559716,.6296226,.7035928,.664458
2008584,2,2010,8448,.7166283,.6734447,.6559716,.6296226,.7035928,.664458
2008584,3,2012,8362,.7166283,.6734447,.6559716,.6296226,.7035928,.664458
2008585,1,2008,585,1.611079,1.46926,1.633438,1.413171,1.622441,1.46006
2008585,2,2010,8449,1.611079,1.46926,1.633438,1.413171,1.622441,1.46006
2008585,3,2012,8363,1.611079,1.46926,1.633438,1.413171,1.622441,1.46006
2008586,1,2008,586,.7531434,.7138981,.7302577,.7039198,.7501544,.7138928
2008586,2,2010,8450,.7531434,.7138981,.7302577,.7039198,.7501544,.7138928
2008586,3,2012,8364,.7531434,.7138981,.7302577,.7039198,.7501544,.7138928
2008588,1,2008,588,1.481052,1.417794,1.426924,1.364788,1.472231,1.408625
2008588,2,2010,8452,1.481052,1.417794,1.426924,1.364788,1.472231,1.408625
2008588,3,2012,8365,1.481052,1.417794,1.426924,1.364788,1.472231,1.408625
2008589,1,2008,589,.7762058,.7044486,.769067,.7144438,.7773107,.7093645
2008589,2,2010,8453,.7762058,.7044486,.769067,.7144438,.7773107,.7093645
2008589,3,2012,8366,.7762058,.7044486,.769067,.7144438,.7773107,.7093645
2008590,1,2008,590,2.837996,2.851466,2.699471,2.794865,2.812063,2.84714
2008590,2,2010,8454,2.837996,2.851466,2.699471,2.794865,2.812063,2.84714
2008590,3,2012,8367,2.837996,2.851466,2.699471,2.794865,2.812063,2.84714
2008591,1,2008,591,1.459623,1.435115,1.307766,1.288191,1.422419,1.398402
2008591,2,2010,8455,1.459623,1.435115,1.307766,1.288191,1.422419,1.398402
2008591,3,2012,8368,1.459623,1.435115,1.307766,1.288191,1.422419,1.398402
2008592,1,2008,592,2.088359,1.632745,2.010958,1.583022,2.076106,1.62571
2008592,2,2010,8456,2.088359,1.632745,2.010958,1.583022,2.076106,1.62571
2008592,3,2012,8369,2.088359,1.632745,2.010958,1.583022,2.076106,1.62571
2008593,1,2008,593,1.874597,1.788006,1.967671,1.847837,1.904073,1.809238
2008593,2,2010,8457,1.874597,1.788006,1.967671,1.847837,1.904073,1.809238
2008593,3,2012,8370,1.874597,1.788006,1.967671,1.847837,1.904073,1.809238
2008594,1,2008,594,.7477871,.6925689,.7201636,.6634577,.7435779,.6874839
2008594,2,2010,8458,.7477871,.6925689,.7201636,.6634577,.7435779,.6874839
2008594,3,2012,8371,.7477871,.6925689,.7201636,.6634577,.7435779,.6874839
2008597,1,2008,597,1.557027,1.515135,1.575306,1.601775,1.567611,1.542267
2008597,2,2010,8460,1.557027,1.515135,1.575306,1.601775,1.567611,1.542267
2008597,3,2012,8372,1.557027,1.515135,1.575306,1.601775,1.567611,1.542267
2008598,1,2008,598,2.052101,2.01006,2.079923,2.045192,2.066668,2.026418
2008598,2,2010,8461,2.052101,2.01006,2.079923,2.045192,2.066668,2.026418
2008598,3,2012,8373,2.052101,2.01006,2.079923,2.045192,2.066668,2.026418
2008599,1,2008,599,1.367404,1.348333,1.302939,1.291578,1.355125,1.337756
2008599,2,2010,8462,1.367404,1.348333,1.302939,1.291578,1.355125,1.337756
2008599,3,2012,8374,1.367404,1.348333,1.302939,1.291578,1.355125,1.337756
2008600,1,2008,600,1.451309,1.39354,1.386922,1.344575,1.439956,1.385633
2008600,2,2010,8463,1.451309,1.39354,1.386922,1.344575,1.439956,1.385633
2008600,3,2012,8375,1.451309,1.39354,1.386922,1.344575,1.439956,1.385633
2008601,1,2008,601,1.437559,1.420156,1.45257,1.479216,1.447141,1.44138
2008601,2,2010,8464,1.437559,1.420156,1.45257,1.479216,1.447141,1.44138
2008601,3,2012,8376,1.437559,1.420156,1.45257,1.479216,1.447141,1.44138
2008602,1,2008,602,4.065177,3.875211,4.458199,4.21572,4.169319,3.966707
2008602,2,2010,8465,4.065177,3.875211,4.458199,4.21572,4.169319,3.966707
2008602,3,2012,8377,4.065177,3.875211,4.458199,4.21572,4.169319,3.966707
2008603,1,2008,603,.7894464,.6870518,.8486778,.7469572,.8063495,.7027754
2008603,2,2010,8466,.7894464,.6870518,.8486778,.7469572,.8063495,.7027754
2008603,3,2012,8378,.7894464,.6870518,.8486778,.7469572,.8063495,.7027754
2008604,1,2008,604,1.300384,1.257662,1.548708,1.462918,1.358685,1.306278
2008604,2,2010,8467,1.300384,1.257662,1.548708,1.462918,1.358685,1.306278
2008604,3,2012,8379,1.300384,1.257662,1.548708,1.462918,1.358685,1.306278
2008607,1,2008,607,.7474532,.7003862,.6848472,.6495705,.7325493,.6888214
2008607,2,2010,8468,.7474532,.7003862,.6848472,.6495705,.7325493,.6888214
2008607,3,2012,8380,.7474532,.7003862,.6848472,.6495705,.7325493,.6888214
2008608,1,2008,608,1.257113,1.196142,1.249486,1.192744,1.260287,1.200111
2008608,2,2010,8469,1.257113,1.196142,1.249486,1.192744,1.260287,1.200111
2008608,3,2012,8381,1.257113,1.196142,1.249486,1.192744,1.260287,1.200111
2008610,1,2008,610,1.192285,1.198885,1.186492,1.182257,1.195534,1.199046
2008610,2,2010,8471,1.192285,1.198885,1.186492,1.182257,1.195534,1.199046
2008610,3,2012,8382,1.192285,1.198885,1.186492,1.182257,1.195534,1.199046
2008612,1,2008,612,1.405869,1.322906,1.637836,1.511748,1.467209,1.374363
2008612,2,2010,8473,1.405869,1.322906,1.637836,1.511748,1.467209,1.374363
2008612,3,2012,8383,1.405869,1.322906,1.637836,1.511748,1.467209,1.374363
2008613,1,2008,613,3.009328,2.86088,3.045592,2.872762,3.028228,2.872131
2008613,2,2010,8474,3.009328,2.86088,3.045592,2.872762,3.028228,2.872131
2008613,3,2012,8384,3.009328,2.86088,3.045592,2.872762,3.028228,2.872131
2008614,1,2008,614,1.48148,1.399091,1.581359,1.552296,1.512168,1.442973
2008614,2,2010,8475,1.48148,1.399091,1.581359,1.552296,1.512168,1.442973
2008614,3,2012,8385,1.48148,1.399091,1.581359,1.552296,1.512168,1.442973
2008616,1,2008,616,1.836359,1.529095,1.552707,1.470206,1.773489,1.520393
2008616,2,2010,8476,1.836359,1.529095,1.552707,1.470206,1.773489,1.520393
2008616,3,2012,8386,1.836359,1.529095,1.552707,1.470206,1.773489,1.520393
2008617,1,2008,617,3.206754,3.146078,3.566597,3.545416,3.301024,3.246504
2008617,2,2010,8477,3.206754,3.146078,3.566597,3.545416,3.301024,3.246504
2008617,3,2012,8387,3.206754,3.146078,3.566597,3.545416,3.301024,3.246504
2008618,1,2008,618,1.321711,1.275866,1.475237,1.391581,1.364103,1.308742
2008618,2,2010,8478,1.321711,1.275866,1.475237,1.391581,1.364103,1.308742
2008618,3,2012,8388,1.321711,1.275866,1.475237,1.391581,1.364103,1.308742
2008620,1,2008,620,1.4736,1.43318,1.743376,1.743692,1.541799,1.512619
2008620,2,2010,8479,1.4736,1.43318,1.743376,1.743692,1.541799,1.512619
2008620,3,2012,8389,1.4736,1.43318,1.743376,1.743692,1.541799,1.512619
2008621,1,2008,621,4.457608,4.45943,4.592025,4.583344,4.505652,4.503193
2008621,2,2010,8480,4.457608,4.45943,4.592025,4.583344,4.505652,4.503193
2008621,3,2012,8390,4.457608,4.45943,4.592025,4.583344,4.505652,4.503193
2008622,1,2008,622,.8545986,.7965662,.8391543,.8002906,.8538797,.8004518
2008622,2,2010,8481,.8545986,.7965662,.8391543,.8002906,.8538797,.8004518
2008622,3,2012,8391,.8545986,.7965662,.8391543,.8002906,.8538797,.8004518
2008624,1,2008,624,1.295016,1.225115,1.291571,1.243431,1.298382,1.231653
2008624,2,2010,8482,1.295016,1.225115,1.291571,1.243431,1.298382,1.231653
2008624,3,2012,8392,1.295016,1.225115,1.291571,1.243431,1.298382,1.231653
2008627,1,2008,627,1.469195,1.308109,1.569616,1.38828,1.500077,1.332735
2008627,2,2010,8484,1.469195,1.308109,1.569616,1.38828,1.500077,1.332735
2008627,3,2012,8393,1.469195,1.308109,1.569616,1.38828,1.500077,1.332735
2008629,1,2008,629,1.251199,1.20252,1.38437,1.292905,1.288277,1.229514
2008629,2,2010,8485,1.251199,1.20252,1.38437,1.292905,1.288277,1.229514
2008629,3,2012,8394,1.251199,1.20252,1.38437,1.292905,1.288277,1.229514
2008630,1,2008,630,1.386039,1.389476,1.407733,1.439603,1.396871,1.407233
2008630,2,2010,8486,1.386039,1.389476,1.407733,1.439603,1.396871,1.407233
2008630,3,2012,8395,1.386039,1.389476,1.407733,1.439603,1.396871,1.407233
2008632,1,2008,632,6.655722,5.810686,4.571732,4.009559,6.009818,5.253316
2008632,2,2010,8487,6.655722,5.810686,4.571732,4.009559,6.009818,5.253316
2008632,3,2012,8396,6.655722,5.810686,4.571732,4.009559,6.009818,5.253316
2008634,1,2008,634,1.373611,1.343431,1.189274,1.115837,1.325453,1.281556
2008634,2,2010,8488,1.373611,1.343431,1.189274,1.115837,1.325453,1.281556
2008634,3,2012,8397,1.373611,1.343431,1.189274,1.115837,1.325453,1.281556
2008635,1,2008,635,1.943045,1.877308,2.016596,1.923791,1.969624,1.896538
2008635,2,2010,8489,1.943045,1.877308,2.016596,1.923791,1.969624,1.896538
2008635,3,2012,8398,1.943045,1.877308,2.016596,1.923791,1.969624,1.896538
2008637,1,2008,637,1.759994,1.736239,1.868473,1.829296,1.794289,1.766879
2008637,2,2010,8491,1.759994,1.736239,1.868473,1.829296,1.794289,1.766879
2008637,3,2012,8399,1.759994,1.736239,1.868473,1.829296,1.794289,1.766879
2008638,1,2008,638,.5948154,.5748287,.6102774,.5786408,.6008511,.5778241
2008638,2,2010,8492,.5948154,.5748287,.6102774,.5786408,.6008511,.5778241
2008638,3,2012,8400,.5948154,.5748287,.6102774,.5786408,.6008511,.5778241
2008639,1,2008,639,1.294979,1.305591,1.440132,1.419902,1.333045,1.336252
2008639,2,2010,8493,1.294979,1.305591,1.440132,1.419902,1.333045,1.336252
2008639,3,2012,8401,1.294979,1.305591,1.440132,1.419902,1.333045,1.336252
2008641,1,2008,641,3.150115,3.170119,3.658323,3.679837,3.289454,3.309714
2008641,2,2010,8494,3.150115,3.170119,3.658323,3.679837,3.289454,3.309714
2008641,3,2012,8402,3.150115,3.170119,3.658323,3.679837,3.289454,3.309714
2008642,1,2008,642,3.040621,3.114808,3.329459,3.491334,3.127665,3.223166
2008642,2,2010,8495,3.040621,3.114808,3.329459,3.491334,3.127665,3.223166
2008642,3,2012,8403,3.040621,3.114808,3.329459,3.491334,3.127665,3.223166
2008644,1,2008,644,1.411777,1.375324,1.440513,1.363572,1.424449,1.377269
2008644,2,2010,8496,1.411777,1.375324,1.440513,1.363572,1.424449,1.377269
2008644,3,2012,8404,1.411777,1.375324,1.440513,1.363572,1.424449,1.377269
2008645,1,2008,645,1.636065,1.618733,1.735564,1.68616,1.665571,1.641019
2008645,2,2010,8497,1.636065,1.618733,1.735564,1.68616,1.665571,1.641019
2008645,3,2012,8405,1.636065,1.618733,1.735564,1.68616,1.665571,1.641019
2008646,1,2008,646,1.823929,.9916143,1.202546,.7630714,1.611597,.926269
2008646,2,2010,8498,1.823929,.9916143,1.202546,.7630714,1.611597,.926269
2008646,3,2012,8406,1.823929,.9916143,1.202546,.7630714,1.611597,.926269
2008647,1,2008,647,1.297359,1.192325,1.252218,1.139144,1.290389,1.182376
2008647,2,2010,8499,1.297359,1.192325,1.252218,1.139144,1.290389,1.182376
2008647,3,2012,8407,1.297359,1.192325,1.252218,1.139144,1.290389,1.182376
2008649,1,2008,649,1.106125,1.079517,1.129371,1.103663,1.116199,1.089675
2008649,2,2010,8500,1.106125,1.079517,1.129371,1.103663,1.116199,1.089675
2008649,3,2012,8408,1.106125,1.079517,1.129371,1.103663,1.116199,1.089675
2008650,1,2008,650,.7167442,.6433998,.8432938,.7215821,.7500194,.6656209
2008650,2,2010,8501,.7167442,.6433998,.8432938,.7215821,.7500194,.6656209
2008650,3,2012,8409,.7167442,.6433998,.8432938,.7215821,.7500194,.6656209
2008651,1,2008,651,1.505266,1.393662,1.476472,1.353608,1.503539,1.388186
2008651,2,2010,8502,1.505266,1.393662,1.476472,1.353608,1.503539,1.388186
2008651,3,2012,8410,1.505266,1.393662,1.476472,1.353608,1.503539,1.388186
2008652,1,2008,652,.7758441,.7078699,.7227176,.6979806,.764139,.7078928
2008652,2,2010,8503,.7758441,.7078699,.7227176,.6979806,.764139,.7078928
2008652,3,2012,8411,.7758441,.7078699,.7227176,.6979806,.764139,.7078928
2008653,1,2008,653,4.447661,4.416563,5.246956,4.911085,4.659871,4.559259
2008653,2,2010,8504,4.447661,4.416563,5.246956,4.911085,4.659871,4.559259
2008653,3,2012,8412,4.447661,4.416563,5.246956,4.911085,4.659871,4.559259
2008655,1,2008,655,.737038,.6822951,.6175106,.5841445,.7068812,.6580979
2008655,2,2010,8506,.737038,.6822951,.6175106,.5841445,.7068812,.6580979
2008655,3,2012,8413,.737038,.6822951,.6175106,.5841445,.7068812,.6580979
2008658,1,2008,658,.8712873,.8525615,.9322769,.8701673,.8895658,.8600264
2008658,2,2010,8507,.8712873,.8525615,.9322769,.8701673,.8895658,.8600264
2008658,3,2012,8414,.8712873,.8525615,.9322769,.8701673,.8895658,.8600264
2008664,1,2008,664,5.255077,4.835743,6.59789,6.111952,5.552756,5.122536
2008664,2,2010,8510,5.255077,4.835743,6.59789,6.111952,5.552756,5.122536
2008664,3,2012,8415,5.255077,4.835743,6.59789,6.111952,5.552756,5.122536
2008665,1,2008,665,1.369688,1.400954,1.285196,1.298175,1.352045,1.377953
2008665,2,2010,8511,1.369688,1.400954,1.285196,1.298175,1.352045,1.377953
2008665,3,2012,8416,1.369688,1.400954,1.285196,1.298175,1.352045,1.377953
2008666,1,2008,666,.5537369,.5216255,.6034703,.5425782,.5678198,.5286844
2008666,2,2010,8512,.5537369,.5216255,.6034703,.5425782,.5678198,.5286844
2008666,3,2012,8417,.5537369,.5216255,.6034703,.5425782,.5678198,.5286844
2008667,1,2008,667,1.483571,1.40096,1.458519,1.412198,1.482852,1.408559
2008667,2,2010,8513,1.483571,1.40096,1.458519,1.412198,1.482852,1.408559
2008667,3,2012,8418,1.483571,1.40096,1.458519,1.412198,1.482852,1.408559
2008668,1,2008,668,.6888803,.5904046,.6508058,.5544963,.6811347,.582737
2008668,2,2010,8514,.6888803,.5904046,.6508058,.5544963,.6811347,.582737
2008668,3,2012,8419,.6888803,.5904046,.6508058,.5544963,.6811347,.582737
2008672,1,2008,672,1.173648,1.167724,1.220632,1.192406,1.190649,1.178912
2008672,2,2010,8515,1.173648,1.167724,1.220632,1.192406,1.190649,1.178912
2008672,3,2012,8420,1.173648,1.167724,1.220632,1.192406,1.190649,1.178912
2008674,1,2008,674,1.242115,1.230838,1.214455,1.18065,1.239868,1.222484
2008674,2,2010,8517,1.242115,1.230838,1.214455,1.18065,1.239868,1.222484
2008674,3,2012,8421,1.242115,1.230838,1.214455,1.18065,1.239868,1.222484
2008675,1,2008,675,1.479096,1.444214,1.537659,1.457135,1.499944,1.452992
2008675,2,2010,8518,1.479096,1.444214,1.537659,1.457135,1.499944,1.452992
2008675,3,2012,8422,1.479096,1.444214,1.537659,1.457135,1.499944,1.452992
2008677,1,2008,677,.5636663,.5429302,.5868276,.558917,.5720628,.5493095
2008677,2,2010,8519,.5636663,.5429302,.5868276,.558917,.5720628,.5493095
2008677,3,2012,8423,.5636663,.5429302,.5868276,.558917,.5720628,.5493095
2008679,1,2008,679,1.145759,1.109453,1.144674,1.069993,1.150187,1.102881
2008679,2,2010,8521,1.145759,1.109453,1.144674,1.069993,1.150187,1.102881
2008679,3,2012,8424,1.145759,1.109453,1.144674,1.069993,1.150187,1.102881
2008681,1,2008,681,2.996334,2.922609,3.161908,3.09713,3.050386,2.978142
2008681,2,2010,8522,2.996334,2.922609,3.161908,3.09713,3.050386,2.978142
